License #,Dt,DBA Name,AKA Name,Facility Type,Inspection Date,License # - Flag
2500876,2017-01-26,"GREEN LINE FOOD MART, INC","GREEN LINE FOOD MART, INC",GROCERY STORE,01/26/2017,Correct
2500887,2017-01-23,CLARK SKILLED NURSING FACILITY LLC,CLARK MANOR CONVALESCENT CENTER,LONG TERM CARE FACILITY,01/23/2017,Correct
2500891,2016-12-06,CITGO WESTERN INC.,CITGO WESTERN INC.,GROCERY STORE,12/06/2016,Correct
2500906,2017-01-27,BLAZE N GRILL,BLAZE N GRILL,RESTAURANT,01/27/2017,Correct
2500917,2017-03-08,PALETERIA LA CEIBA INC.,PALETERIA LA CEIBA,RESTAURANT,03/08/2017,Correct
2500919,2017-08-04,SUPREME EATERY,SUPREME EATERY,RESTAURANT,08/04/2017,Correct
2500945,2017-07-06,BIRRIERIA Y TAQUERIA EL ARANDAS,BIRRIERIA Y TAQUERIA EL ARANDAS,RESTAURANT,07/06/2017,Correct
2500946,2017-02-21,LIFE LLC,LIFE,RESTAURANT,02/21/2017,Correct
2500982,2017-03-10,STARBUCKS COFFEE #25092,STARBUCKS COFFEE #25092,RESTAURANT,03/10/2017,Correct
2500986,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2500992,2016-12-08,CAFE COLAO,CAFE COLAO,RESTAURANT,12/08/2016,Correct
2501046,2016-11-30,"67 STORE, INC.","67 STORE, INC.",GROCERY STORE,11/30/2016,Correct
2501058,2016-12-08,EL PAISANO TACOS INC,EL PAISANO TACOS,RESTAURANT,12/08/2016,Correct
2501064,2016-12-08,"MEENA MARKET, INC.","MEENA MARKET, INC",GROCERY STORE,12/08/2016,Correct
2501077,2016-11-30,14 PARISH,14 PARISH,RESTAURANT,11/30/2016,Correct
2501092,2017-04-12,VANES'S GROCERY INC.,VANES'S GROCERY,GROCERY STORE,04/12/2017,Correct
2501094,2017-05-25,ALBA'S RESTAURANT,ALBA'S RESTAURANT,RESTAURANT,05/25/2017,Correct
2501098,2017-02-16,MI TOCAYA,MI TOCAYA,RESTAURANT,02/16/2017,Correct
2501099,2017-02-16,MI TOCAYA,MI TOCAYA,RESTAURANT,02/16/2017,Correct
2501114,2017-05-16,PROXI,PROXI,RESTAURANT,05/16/2017,Correct
2501115,2017-05-16,PROXI,PROXI,RESTAURANT,05/16/2017,Correct
2501118,2017-03-09,SEAFOOD JUNCTION,SEAFOOD JUNCTION,RESTAURANT,03/09/2017,Correct
2501125,2017-01-18,HAUTE & READY CATERING,HAUTE & READY CATERING,MOBILE FOOD DISPENSER,01/18/2017,Correct
2501127,2017-05-03,FINEST FOOD & SUBS,FINEST FOOD & SUBS,GROCERY STORE,05/03/2017,Correct
2501128,2016-12-02,AUNTIE ANNE'S PRETZELS,AUNTIE ANNE'S PRETZELS,RESTAURANT,12/02/2016,Correct
2501132,2016-12-13,ABUNDANCE BAKERY,ABUNDANCE BAKERY,BAKERY,12/13/2016,Correct
2501133,2016-12-08,WHIPPLE FOOD & GROCERY STORE INC.,WHIPPLE FOOD & GROCERY STORE,GROCERY STORE,12/08/2016,Correct
2501142,2016-12-16,JANNIE CANDY LAND,JANNIE CANDY LAND,GROCERY STORE,12/16/2016,Correct
2501144,2016-12-27,HAIRE'S GULF SHRIMP,HAIRE'S GULF SHRIMP,RESTAURANT,12/27/2016,Correct
2501146,2017-05-19,FOOD EMPIRE,FOOD EMPIRE,GROCERY STORE,05/19/2017,Correct
2501165,2017-06-07,CHIU QUON BAKERY,CHIU QUON BAKERY,BAKERY,06/07/2017,Correct
2501184,2017-01-17,KING PHO PLUS,KING PHO PLUS,RESTAURANT,01/17/2017,Correct
2501188,2016-12-23,"#1 DELI, INC","31 DELI, INC",GROCERY STORE,12/23/2016,Correct
2501200,2017-05-16,TASTE OF CHICAGO 2,TASTE OF CHICAGO 2,RESTAURANT,05/16/2017,Correct
2501219,2016-12-12,"CLAYPOT NOODLE SHOP, INC.","CLAYPOT NOODLE SHOP, INC.",RESTAURANT,12/12/2016,Correct
2501231,2016-12-07,FRUVE EXPRESS JUICERY,FRUVE EXPRESS JUICERY,RESTAURANT,12/07/2016,Correct
2501232,2016-12-05,REAL GOOD JUICE COMPANY,REAL GOOD JUICE COMPANY,GROCERY STORE,12/05/2016,Correct
2501236,2017-08-11,KILWINS CHOCOLATES FUDGE AND ICE CREAM,KILWINS CHOCOLATES FUDGE AND ICE CREAM,RESTAURANT,08/11/2017,Correct
2501239,2016-12-06,65TH FOODS CORP,65TH FOODS CORP,GROCERY STORE,12/06/2016,Correct
2501241,2016-12-15,NANDO'S PERI PERI,NANDO'S PERI PERI,RESTAURANT,12/15/2016,Correct
2501245,2017-04-14,TWO BROTHER AUHENTIC SOUL FOOD,TWO BROTHERS AUTHENTIC,RESTAURANT,04/14/2017,Correct
2501263,2017-01-06,NICKY'S HOT DOGS,NICKY'S HOT DOGS,RESTAURANT,01/06/2017,Correct
2501280,2017-05-25,EL CHILITO LOCO,EL CHILITO LOCO,RESTAURANT,05/25/2017,Correct
2501286,2017-05-03,"LA ESTRELLA FOOD MARKET, INC.",LA ESTRELLA FOOD MARKET,GROCERY STORE,05/03/2017,Correct
2501297,2016-12-09,SAKO RESTAURANT AND GROCERY INC,SAKO RESTAURANT AND GROCERY INC,RESTAURANT,12/09/2016,Correct
2501302,2017-01-06,CHICAGO WINGZ AROUND THE WORLD,CHICAGO WINGZ AROUND THE WORLD,RESTAURANT,01/06/2017,Correct
2501304,2016-12-29,BENNY'S PIZZA,BENNY'S PIZZA,RESTAURANT,12/29/2016,Correct
2501352,2017-06-29,PUPUSERIA & RESTAURANT EL CUSCATLECO,PUPUSERIA & RESTAURANT EL CUSCATLECO,RESTAURANT,06/29/2017,Correct
2501354,2017-02-08,PUPUSERIA CAFE,PUPUSERIA CAFE,RESTAURANT,02/08/2017,Correct
2501365,2017-04-04,"HACHI SUSHI, LLC","HACHI SUSHI, LLC",RESTAURANT,04/04/2017,Correct
2501366,2017-07-27,"HACHI SUSHI, LLC",HACHI SUSHI,RESTAURANT,07/27/2017,Correct
2501367,2016-12-08,"HACHI SUSHI, LLC",HACHI SUSHI,RESTAURANT,12/08/2016,Correct
2501368,2017-06-08,"HACHI SUSHI, LLC",HACHI SUSHI,RESTAURANT,06/08/2017,Correct
2501370,2016-12-08,THE HOAGIE PLACE INC,THE HOAGIE PLACE INC,RESTAURANT,12/08/2016,Correct
2501387,2017-06-14,SUPREME CATERING COMPANY,SUPREME CATERING COMPANY,MOBILE FOOD DISPENSER,06/14/2017,Correct
2501388,2017-01-11,KORFUSION,KORFUSION,RESTAURANT,01/11/2017,Correct
2501418,2017-03-02,"BEYOND DAYCARE CENTER, INC",BEYOND DAYCARE CENTER,CHILDREN'S SERVICES FACILITY,03/02/2017,Correct
2501419,2017-03-30,ATWOOD,ATWOOD,RESTAURANT,03/30/2017,Correct
2501476,2017-06-27,STEAK 48,STEAK 48,RESTAURANT,06/27/2017,Correct
2501477,2017-06-22,STEAK 48,STEAK 48,RESTAURANT,06/22/2017,Correct
2501494,2017-04-27,WINGS OVER CANAL,WINGSTOP,RESTAURANT,04/27/2017,Correct
2501511,2017-03-30,ATWOOD,ATWOOD,RESTAURANT,03/30/2017,Correct
2501513,2017-03-16,7-ELEVEN #33835H,7-ELEVEN #33835H,GROCERY STORE,03/16/2017,Correct
2501516,2017-03-16,7-ELEVEN #33835H,7-ELEVEN #33835H,GROCERY STORE,03/16/2017,Correct
2501517,2017-05-16,"L&L ACADEMY AND PRESCHOOL, LLC","L&L ACADEMY AND PRESCHOOL, LLC",DAYCARE (UNDER 2 YEARS),05/16/2017,Correct
2501522,2017-02-14,SHIFT,SHIFT,RESTAURANT,02/14/2017,Correct
2501524,2017-02-07,CONTEMPORARY PRESCHOOL LLC,CONTEMPORARY PRESCHOOL LLC,CHILDREN'S SERVICES FACILITY,02/07/2017,Correct
2501531,2016-12-29,BURGER KING #22995,BURGER KING #22995,RESTAURANT,12/29/2016,Correct
2501535,2017-03-30,THE ALISE-CHICAGO,THE ALISE-CHICAGO,RESTAURANT,03/30/2017,Correct
2501537,2017-03-30,THE ALISE-CHICAGO,THE ALISE-CHICAGO,RESTAURANT,03/30/2017,Correct
2501538,2017-03-30,THE ALISE-CHICAGO,THE ALISE-CHICAGO,RESTAURANT,03/30/2017,Correct
2501540,2017-02-02,T & K AFRICAN KITCHEN,T & K AFRICAN KITCHEN,RESTAURANT,02/02/2017,Correct
2501549,2016-12-13,"KING LOUE'S FOOD MART, INC","KING LOUE'S FOOD MART, INC",GROCERY STORE,12/13/2016,Correct
2501555,2016-12-16,CITGO FUEL & MINI MART,CITGO FUEL & MINI MART,GROCERY STORE,12/16/2016,Correct
2501559,2017-01-11,CITGO FUEL & MINI MART,CITGO FUEL & MINI MART,RESTAURANT,01/11/2017,Correct
2501563,2017-05-23,TACO JOINT,TACO JOINT,RESTAURANT,05/23/2017,Correct
2501564,2017-07-11,BESPOKE MEN'S GROOMING,BESPOKE MEN'S GROOMING,LIQUOR,07/11/2017,Correct
2501577,2017-04-10,DEVON & CALIFORNIA GROCERY STORE,DEVON & CALIFORNIA GROCERY STORE,GROCERY STORE,04/10/2017,Correct
2501583,2017-06-10,FLYING TACOS,FLYING TACOS,MOBILE FOOD DISPENSER,06/10/2017,Correct
2501589,2017-03-01,CHICK-FIL-A STATE & LAKE,CHICK-FIL-A,RESTAURANT,03/01/2017,Correct
2501590,2016-12-15,KIDS YARD,KIDS YARD,RESTAURANT,12/15/2016,Correct
2501598,2016-12-23,LA CHAPARRITA INC/TAMALES EMMA LA CHAPARRITA,LA CHAPARRITA,RESTAURANT,12/23/2016,Correct
2501605,2016-12-27,ZACHI EXPRESS,ZACHI EXPRESS,RESTAURANT,12/27/2016,Correct
2501609,2017-02-02,MID AMERICA FOOD MART INC.,MID AMERICA FOOD MART INC.,GROCERY STORE,02/02/2017,Correct
2501634,2017-04-14,BP,BP,GROCERY STORE,04/14/2017,Correct
2501650,2017-01-23,THE GROWLING RABBIT,THE GROWLING RABBIT,RESTAURANT,01/23/2017,Correct
2501654,2017-06-01,ACE HOTEL CHICAGO,ACE HOTEL CHICAGO,RESTAURANT,06/01/2017,Correct
2501655,2017-06-01,ACE HOTEL CHICAGO,ACE HOTEL CHICAGO,RESTAURANT,06/01/2017,Correct
2501658,2017-06-01,ACE HOTEL CHICAGO,ACE HOTEL CHICAGO,RESTAURANT,06/01/2017,Correct
2501660,2017-03-21,MEET & WHISKEY,PORK CHOP,RESTAURANT,03/21/2017,Correct
2501661,2017-03-21,MEET & WHISKEY,PORK CHOP,RESTAURANT,03/21/2017,Correct
2501662,2017-06-01,ACE HOTEL CHICAGO,ACE HOTEL CHICAGO,RESTAURANT,06/01/2017,Correct
2501664,2017-01-10,NUK'S DINER,NUK'S,RESTAURANT,01/10/2017,Correct
2501670,2017-01-24,IRVING MINI MART,IRVING MINI MART,GROCERY STORE,01/24/2017,Correct
2501681,2017-04-27,BEATRIX,BEATRIX,RESTAURANT,04/27/2017,Correct
2501682,2017-04-27,BEATRIX,BEATRIX,RESTAURANT,04/27/2017,Correct
2501694,2017-04-17,"GUCKENHEIMER SERVICES, LLC",GUCKENHEIMER,RESTAURANT,04/17/2017,Correct
2501703,2016-12-20,"OMAR DISCOUNT, INC.",OMAR DISCOUNT,GROCERY STORE,12/20/2016,Correct
2501724,2017-03-21,EDGE OF SWEETNESS,EDGE OF SWEETNESS,BAKERY,03/21/2017,Correct
2501729,2016-12-28,COMMUNITY GROCERY,COMMUNITY GROCERY,RESTAURANT,12/28/2016,Correct
2501732,2017-01-13,VIDALIA,VIDALIA,RESTAURANT,01/13/2017,Correct
2501751,2017-06-19,HANNAH'S BRETZEL 161 N. CLARK LLC,HANNAH'S BRETZEL,RESTAURANT,06/19/2017,Correct
2501793,2017-03-31,THE LUTHERAN DAY NURSERY,THE LUTHERAN DAY NURSERY,DAYCARE (2-6 YEARS),03/31/2017,Correct
2501799,2017-03-02,LOS PEKES ICE CREAM & COFFEE SHOP,LOS PEKES ICE CREAM & COFFEE SHOP,RESTAURANT,03/02/2017,Correct
2501800,2017-02-28,COLD STONE CREAMERY #23263,COLD STONE CREAMRY #23263,RESTAURANT,02/28/2017,Correct
2501814,2017-01-11,AM THAI RESTAURANT,AM THAI RESTAURANT,RESTAURANT,01/11/2017,Correct
2501822,2017-06-01,HABIBI'S MEDITERRANEAN & MEXICAN GRILL,HABIBI'S MEDITERRANEAN & MEXICAN GRILL,RESTAURANT,06/01/2017,Correct
2501823,2017-05-02,"COLECTIVO COFFEE ROASTERS, INC.",COLECTIVO COFFEE ROASTERS,RESTAURANT,05/02/2017,Correct
2501824,2017-05-02,"COLECTIVO COFFEE ROASTERS, INC.",COLECTIVO COFFEE ROASTERS,RESTAURANT,05/02/2017,Correct
2501825,2016-12-30,DOMINO'S,DOMINO'S,RESTAURANT,12/30/2016,Correct
2501826,2016-12-22,KOMOREBI,KOMOREBI,RESTAURANT,12/22/2016,Correct
2501827,2016-12-30,DOMINO'S,DOMINO'S,RESTAURANT,12/30/2016,Correct
2501835,2017-08-21,INDO-PAK GRILL,INDO-PAK GRILL,RESTAURANT,08/21/2017,Correct
2505849,2017-01-17,WOOD FIRE COUNTER,WOOD FIRE COUNTER,RESTAURANT,01/17/2017,Correct
2505865,2017-01-26,A BITE OF SZECHUAN,A BITE OF SZECHUAN,RESTAURANT,01/26/2017,Correct
2505884,2017-03-15,TORTILLERIA EL REY INC,TORTILLERIA EL REY INC,BAKERY,03/15/2017,Correct
2505968,2017-05-12,GRANGE HALL BURGER BAR / BACK DOOR SALOON,GRANGE HALL BURGER BAR / BACK DOOR SALOON,RESTAURANT,05/12/2017,Correct
2505969,2017-01-24,GRANGE HALL BURGER BAR / BACK DOOR SALOON,GRANGE HALL BURGER BAR / BACK DOOR SALOON,RESTAURANT,01/24/2017,Correct
2505997,2017-08-16,WOLCOTT TAP,WOLCOTT TAP,RESTAURANT,08/16/2017,Correct
2505998,2017-08-16,WOLCOTT TAP,WOLCOTT TAP,RESTAURANT,08/16/2017,Correct
2506068,2017-01-20,SHELL GAS STATION,SHELL GAS STATION,GROCERY STORE,01/20/2017,Correct
2506091,2017-03-02,GIVE ME SOME SUGAH,GIVE ME SUGAH,RESTAURANT,03/02/2017,Correct
2506098,2017-05-05,BACK OF THE YARDS COFFEE,BACK OF THE YARDS COFFEE,RESTAURANT,05/05/2017,Correct
2506119,2016-12-28,CHICAGO HALAL,CHICAGO HALAL,RESTAURANT,12/28/2016,Correct
2506122,2017-05-19,CAMBRIA HOTEL & SUITES,CAMBRIA HOTEL & SUITES,RESTAURANT,05/19/2017,Correct
2506123,2017-05-19,CAMBRIA HOTEL & SUITES,CAMBRIA HOTEL & SUITES,RESTAURANT,05/19/2017,Correct
2506134,2017-02-08,STARBUCKS COFFEE #48615,STARBUCKS COFFEE,RESTAURANT,02/08/2017,Correct
2506135,2017-01-25,SCIENTIFIC GAMES,RIVERVIEW CAFE,RESTAURANT,01/25/2017,Correct
2506138,2017-01-06,CAPITOL ONE-CAFE,CAPITOL ONE-CAFE,RESTAURANT,01/06/2017,Correct
2506141,2017-01-10,LA MICHOACANA Y EL SURTIDAZO BOTANERO,LA MICHOACANA Y EL SURTIDAZO BOTANERO,RESTAURANT,01/10/2017,Correct
2506150,2017-01-11,CHICAGO HILTON & TOWERS,"MAIN, EMPLOYEES CAFETERIA",RESTAURANT,01/11/2017,Correct
2506151,2017-01-11,CHICAGO HILTON & TOWERS,CHICAGO HILTON & TOWERS,LIQUOR,01/11/2017,Correct
2506158,2017-01-11,CHICAGO HILTON & TOWERS,"MAIN, EMPLOYEES CAFETERIA",RESTAURANT,01/11/2017,Correct
2506159,2017-01-11,CHICAGO HILTON & TOWERS,EXECUTIVE LOUNGE,LIQUOR,01/11/2017,Correct
2506160,2017-01-11,CHICAGO HILTON & TOWERS,"720 SOUTH BAR & GRILL, KITTY O'SHEA'S, HERB & KITC",RESTAURANT,01/11/2017,Correct
2506161,2017-01-11,CHICAGO HILTON & TOWERS,"720 SOUTH BAR & GRILL, KITTY O'SHEA'S, HERB & KITC",RESTAURANT,01/11/2017,Correct
2506172,2017-04-27,BEATRIX,BEATRIX,RESTAURANT,04/27/2017,Correct
2506194,2017-06-27,CHICK-FIL-A LOYOLA WATER TOWER,CHICK-FIL-A LOYOLA WATER TOWER,RESTAURANT,06/27/2017,Correct
2506209,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506210,2017-02-10,FRIENDS SUSHI ON STATE/FRIENDS RAMEN,FRIENDS SUSHI ON STATE,RESTAURANT,02/10/2017,Correct
2506211,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506212,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,RESTAURANT,01/10/2017,Correct
2506213,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506215,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506216,2016-12-28,XSPORT FITNESS,XSPORT FITNESS,RESTAURANT,12/28/2016,Correct
2506220,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506221,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506222,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506224,2017-02-10,FRIENDS SUSHI ON STATE/FRIENDS RAMEN,FRIENDS SUSHI ON STATE,RESTAURANT,02/10/2017,Correct
2506230,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506231,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506233,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506234,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506235,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506244,2016-12-28,"BOONLUCKSA, INC.","BOONLUCKSA, INC.",RESTAURANT,12/28/2016,Correct
2506245,2017-06-07,TUSCAN HEN FOODS,TUSCAN HEN MARKET,RESTAURANT,06/07/2017,Correct
2506246,2017-01-11,CHICAGO HILTON & TOWERS,EXECUTIVE LOUNGE,RESTAURANT,01/11/2017,Correct
2506247,2017-01-11,CHICAGO HILTON & TOWERS,"MAIN, EMPLOYEES CAFETERIA",RESTAURANT,01/11/2017,Correct
2506262,2016-12-29,RANGOLI,RANGOLI,RESTAURANT,12/29/2016,Correct
2506278,2017-02-09,EATPAKD,EATPAKD,CATERING,02/09/2017,Correct
2506282,2017-03-21,EL RODEO SUPER MERCADO,EL RODEO SUPER MERCADO,GROCERY STORE,03/21/2017,Correct
2506288,2017-02-28,COZY CORNER RESTAURANT,COZY CORNER RESTAURANT,RESTAURANT,02/28/2017,Correct
2506316,2016-12-29,LOS PEKES ICE CREAM & COFFEE SHOP INC.,LOS PEKES ICE CREAM & COFFEE SHOP INC.,RESTAURANT,12/29/2016,Correct
2506320,2017-01-04,NEW CHINA STATION,CHINA STATION,RESTAURANT,01/04/2017,Correct
2506349,2017-01-26,WEE CARE PRESCHOOL TOO,WEE CARE PRESCHOOL TOO,DAYCARE,01/26/2017,Correct
2506368,2017-02-03,EL MERCADO FRESCO,EL MERCADO FRESCO,GROCERY STORE,02/03/2017,Correct
2506372,2017-01-05,SAIF CONVENIENCE STORE,SAIF CONVENIENCE STORE,GROCERY STORE,01/05/2017,Correct
2506375,2017-01-20,BURRITOS AIDA,TU BOTANA,RESTAURANT,01/20/2017,Correct
2506383,2017-05-02,GATEWAY MONTESSORI SCHOOL,GATEWAY MONTESSORI,CHILDREN'S SERVICES FACILITY,05/02/2017,Correct
2506388,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506389,2017-01-10,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,01/10/2017,Correct
2506391,2017-03-02,INN OF CHICAGO MAGNIFICENT  MILE,INN OF CHICAGO,RESTAURANT,03/02/2017,Correct
2506392,2017-03-02,INN OF CHICAGO MAGNIFICENT  MILE,INN OF CHICAGO,RESTAURANT,03/02/2017,Correct
2506408,2017-03-29,EN HAKKORE,EN HAKKORE,RESTAURANT,03/29/2017,Correct
2506413,2017-03-02,BABA'S FAMOUS STEAK & LEMONAIDE,BABA'S FAMOUS STEAK & LEMONAIDE,RESTAURANT,03/02/2017,Correct
2506425,2017-01-10,SUPERMERCADO MARTIN,SUPERMERCADO MARTIN,GROCERY STORE,01/10/2017,Correct
2506445,2017-01-05,RED SNAPPER,RED SNAPPER,RESTAURANT,01/05/2017,Correct
2506461,2017-05-10,WEISS MEMORIAL HOSPITAL,WEISS MEMORIAL HOSPITAL,HOSPITAL,05/10/2017,Correct
2506467,2017-02-09,B & P'S SWEETS AND TREATS,B & P'S SWEETS AND TREATS,RESTAURANT,02/09/2017,Correct
2506506,2017-04-04,TAVERN CLUB AT 333,TAVERN CLUB AT 333,RESTAURANT,04/04/2017,Correct
2506508,2017-04-04,TAVERN CLUB AT 333,TAVERN CLUB AT 333,RESTAURANT,04/04/2017,Correct
2506511,2017-03-23,MOTHER'S LOVE MARKET,MOTHER'S LOVE MARKET,GROCERY STORE,03/23/2017,Correct
2506535,2017-01-24,HOLY TACO!,HOLY TACO!,RESTAURANT,01/24/2017,Correct
2506543,2017-05-31,FABIANA'S BAKERY,FABIANA'S BAKERY,RESTAURANT,05/31/2017,Correct
2506553,2017-01-06,8 CHOPSTIX WOK,8 CHOPSTIX WOK,RESTAURANT,01/06/2017,Correct
2506554,2017-01-10,"S & J DOLLAR, INC.","S & J DOLLAR, INC.",GROCERY STORE,01/10/2017,Correct
2506600,2017-01-31,"GRANVILLE DONUTS, INC. DBA DUNKIN DONUTS",DUNKIN DONUTS,RESTAURANT,01/31/2017,Correct
2506646,2017-01-26,TAQUERIA LA CIUDAD INC,TAQUERIA LA CIUDAD INC,RESTAURANT,01/26/2017,Correct
2506651,2017-08-11,A & A GAS FUEL MINI FOOD MART,A & A GAS FUEL MINI FOOD MART,GAS STATION,08/11/2017,Correct
2506695,2017-08-11,BLIND BARBER,BLIND BARBER,RESTAURANT,08/11/2017,Correct
2506696,2017-08-11,BLIND BARBER,BLIND BARBER,RESTAURANT,08/11/2017,Correct
2506705,2017-01-25,REAL GOOD JUICE CO.,REAL GOOD JUICE CO.,RESTAURANT,01/25/2017,Correct
2506718,2017-02-16,IVY GARDEN LEARNING CENTER LLC HALSTED,IVY GARDEN LEARNING CENTER,CHILDREN'S SERVICES FACILITY,02/16/2017,Correct
2506735,2017-07-13,OPEN OUTCRY BREWING,OPEN OUTCRY,LIQUOR,07/13/2017,Correct
2506751,2017-08-03,BEATNIK,BEATNIK,RESTAURANT,08/03/2017,Correct
2506752,2017-08-03,BEATNIK,BEATNIK,RESTAURANT,08/03/2017,Correct
2506760,2017-01-23,CHICAGO DIPLOMAT CAFE,CHICAGO DIPLOMAT CAFE,RESTAURANT,01/23/2017,Correct
2506775,2017-04-24,TASTE OF CANTON,TASTE OF CANTON,RESTAURANT,04/24/2017,Correct
2506780,2017-01-18,WILD BLOSSOM II & SOUTH WORKS BREWING CO.,WILD BLOSSOM II & SOUTH WORKS BREWING CO,BREWERY,01/18/2017,Correct
2506788,2017-01-24,NEW YORK HALAL PIZZA,NEW YORK HALAL PIZZA,RESTAURANT,01/24/2017,Correct
2506789,2017-05-11,III FORKS,III FORKS,RESTAURANT,05/11/2017,Correct
2506790,2017-05-11,III FORKS,III FORKS,RESTAURANT,05/11/2017,Correct
2506794,2017-05-24,LITTLE ANGELS LEARNING CENTER OF CHICAGO,LITTLE ANGELS LEARNING CENTER,CHILDREN'S SERVICES FACILITY,05/24/2017,Correct
2506809,2017-01-18,BLUE STORE FOOD MART,BLUE STORE FOOD MART,GROCERY STORE,01/18/2017,Correct
2506823,2017-01-24,GEN HOE,GEN HOE,RESTAURANT,01/24/2017,Correct
2506824,2017-01-13,5 BROTHERS MARKET,5 BROTHERS MARKET,GROCERY STORE,01/13/2017,Correct
2506826,2017-01-23,TAJ MAHAL RESTAURANT,TAJ MAHAL RESTAURANT,RESTAURANT,01/23/2017,Correct
2506828,2017-03-16,HILTON GARDEN INN CHICAGO,HILTON GARDEN INN,RESTAURANT,03/16/2017,Correct
2506829,2017-03-16,HILTON GARDEN INN CHICAGO,HILTON GARDEN INN,RESTAURANT,03/16/2017,Correct
2506831,2017-03-16,HILTON GARDEN INN CHICAGO,HILTON GARDEN INN,RESTAURANT,03/16/2017,Correct
2506833,2017-02-02,ANGELS 'R' US KIDZ ACADEMY,ANGELS 'R' US KIDZ ACADEMY,DAYCARE (ABOVE AND UNDER 2 YEARS),02/02/2017,Correct
2506851,2017-04-25,VOCEL,VOCEL,DAYCARE (ABOVE AND UNDER 2 YEARS),04/25/2017,Correct
2506855,2017-06-20,HERO COFFEE BAR,HERO COFFEE BAR,RESTAURANT,06/20/2017,Correct
2506862,2017-04-10,BARRACO'S PIZZA,BARRACO'S PIZZA,RESTAURANT,04/10/2017,Correct
2506878,2017-08-03,BONCI,BONCI,RESTAURANT,08/03/2017,Correct
2506879,2017-08-03,BONCI,BONCI,RESTAURANT,08/03/2017,Correct
2506880,2017-02-07,JIEYI SUSHI,JIEYI SUSHI,RESTAURANT,02/07/2017,Correct
2506881,2017-02-07,JIEYI SUSHI,JIEYI SUSHI,RESTAURANT,02/07/2017,Correct
2506929,2017-01-26,JENNY CRAIG #217,JENNY CRAIG #217,PRE PACKAGED,01/26/2017,Correct
2506946,2017-03-09,STARBUCKS COFFEE #10506,STARBUCKS COFFEE,RESTAURANT,03/09/2017,Correct
2506949,2017-02-14,STARBUCKS COFFEE #47593,STARBUCKS,RESTAURANT,02/14/2017,Correct
2506961,2017-03-22,THE GOOD SHEPHERD ENTERPRISE,THE GOOD SHEPHERD,GROCERY STORE,03/22/2017,Correct
2506982,2017-01-19,JENNY CRAIG #201,JENNY CRAIG #201,PRE PACKAGED,01/19/2017,Correct
2506983,2017-01-31,"YNK FOOD MART, INC.",YNK FOOD MART,GROCERY STORE,01/31/2017,Correct
2506984,2017-02-07,EGGPERIENCE,EGGSPERIENCE,RESTAURANT,02/07/2017,Correct
