License #,Dt,DBA Name,AKA Name,Facility Type,Inspection Date,License # - Flag
2492538,2016-10-28,"AAA FOOD MART, INC.","AAA FOOD MART, INC.",GROCERY STORE,10/28/2016,Correct
2492542,2016-12-08,"SOLURI'S DELI,INC","SOLURI'S DELI,INC",RESTAURANT,12/08/2016,Correct
2492548,2017-03-07,7-ELEVEN #37622B,7-ELEVEN #37622B,GROCERY STORE,03/07/2017,Correct
2492551,2017-03-07,7-ELEVEN #37622B,7-ELEVEN #37622B,GROCERY STORE,03/07/2017,Correct
2492552,2016-10-05,ALONTI CATERING,ALONTI CATERING,CATERING,10/05/2016,Correct
2492555,2016-10-05,BETTER GOURMET RESTAURANT,BETTER GOURMET RESTAURANT,RESTAURANT,10/05/2016,Correct
2492560,2016-10-05,TKVD/KARLAS KITCHEN,TKVD/KARLAS KITCHEN,RESTAURANT,10/05/2016,Correct
2492597,2017-03-17,LITTLE NEST CARE INC.,LITTLE NEST CARE INC.,CHILDREN'S SERVICES FACILITY,03/17/2017,Correct
2492629,2017-01-05,7-ELEVEN #36718B,7-ELEVEN,GROCERY STORE,01/05/2017,Correct
2492632,2017-01-05,7-ELEVEN #36718B,7-ELEVEN,GROCERY STORE,01/05/2017,Correct
2492633,2016-11-21,"LA COLOMBE TORREFACTION,INC.",LA COLOMBE COFFEE ROASTERS,RESTAURANT,11/21/2016,Correct
2492637,2016-10-06,YOLIS TAMALES,YOLIS TAMALES,MOBILE PREPARED FOOD VENDOR,10/06/2016,Correct
2492647,2017-01-10,ROTI MODERN MEDITERRANEAN,ROTI MODERN MEDITERRANEAN,RESTAURANT,01/10/2017,Correct
2492648,2017-01-10,ROTI MODERN MEDITERRANEAN,ROTI MODERN MEDITERRANEAN,RESTAURANT,01/10/2017,Correct
2492663,2017-05-05,WINGSTOP,WINGSTOP,RESTAURANT,05/05/2017,Correct
2492686,2016-11-17,AFTERNOON,AFTERNOON,RESTAURANT,11/17/2016,Correct
2492690,2017-03-14,THE EASTMAN EGG COMPANY,THE EASTMAN EGG COMPANY,RESTAURANT,03/14/2017,Correct
2492693,2017-08-24,GROUNDSWELL COFFEE ROASTERS,GROUNDSWELL,RESTAURANT,08/24/2017,Correct
2492706,2016-10-13,WABI SABI ROTARY,WABI SABI ROTARY,RESTAURANT,10/13/2016,Correct
2492710,2016-10-21,"MARKET ON HOWARD, LLC","MARKET ON HOWARD, LLC",GROCERY STORE,10/21/2016,Correct
2492719,2016-11-10,GIGI'S FOOD MART INC.,CHICAGO AVE FOOD MART,GROCERY STORE,11/10/2016,Correct
2492741,2017-02-02,ROOM FIVE HUNDRED,ROOM FIVE HUNDRED,RESTAURANT,02/02/2017,Correct
2492747,2017-03-28,UNITED POLARIS LOUNGE - ORD,UNITED POLARIS LOUNGE  (T1 C16),RESTAURANT,03/28/2017,Correct
2492748,2016-12-02,UNITED POLARIS LOUNGE - ORD,UNITED POLARIS LOUNGE  (T1 C16),RESTAURANT,12/02/2016,Correct
2492749,2017-06-07,"LOS CANTARITOS GRILL, INC",LOS CANTARITOS GRILL,RESTAURANT,06/07/2017,Correct
2492753,2017-03-28,UNITED CLUB,UNITED CLUB  (T1  B6),RESTAURANT,03/28/2017,Correct
2492754,2016-10-17,UNITED CLUB,UNITED CLUB  (T1  B6),RESTAURANT,10/17/2016,Correct
2492758,2016-11-03,AMC THEATRES NAVY PIER IMAX,AMC THEATRES NAVY PIER IMAX,MOVIE THEATER,11/03/2016,Correct
2492766,2016-10-07,SUBWAY,SUBWAY,RESTAURANT,10/07/2016,Correct
2492775,2016-12-01,42 GRAMS,42 GRAMS,RESTAURANT,12/01/2016,Correct
2492776,2017-07-25,"SAM'S CHICKEN AND RIBS, PIZZA","SAM'S CHICKEN AND RIBS, PIZZA",RESTAURANT,07/25/2017,Correct
2492784,2017-06-06,OSCO DRUG # 3234,OSCO DRUG # 3234,LIQUOR,06/06/2017,Correct
2492788,2017-06-06,OSCO DRUG # 3234,OSCO DRUG # 3234,LIQUOR,06/06/2017,Correct
2492789,2017-08-22,BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,RESTAURANT,08/22/2017,Correct
2492798,2016-10-24,A & C DISTRIBUTORS,A & C DISTRIBUTORS,GROCERY STORE,10/24/2016,Correct
2492802,2016-10-06,MONTEALBAN,MONTEALBAN,RESTAURANT,10/06/2016,Correct
2492840,2016-10-18,"NEW AGUILA # 1 GROCERY, INC.",NEW AGUILA # 1 GROCERY,GROCERY STORE,10/18/2016,Correct
2492846,2017-03-28,SAUSAGE FEST,SAUSAGE FEST,MOBILE FOOD PREPARER,03/28/2017,Correct
2492860,2017-04-17,AUTUMN GREEN AT WRIGHT CAMPUS,AUTUMN GREEN,RESTAURANT,04/17/2017,Correct
2492861,2017-04-17,AUTUMN GREEN AT MIDWAY VILLAGE,AUTUMN GREEN AT MIDWAY VILLAGE,RESTAURANT,04/17/2017,Correct
2492875,2017-05-16,MARSHALL'S LANDING,MARSHALL'S LANDING,RESTAURANT,05/16/2017,Correct
2492876,2017-05-16,MARSHALL'S LANDING,MARSHALL'S LANDING,RESTAURANT,05/16/2017,Correct
2492877,2017-05-16,MARSHALL'S LANDING,MARSHALL'S LANDING,RESTAURANT,05/16/2017,Correct
2492898,2017-01-10,EVITA ARGENTINIAN STEAKHOUSE,EVITA,RESTAURANT,01/10/2017,Correct
2492906,2016-12-05,K.K CONVENIENCE STORE,K.K CONVENIENCE,RESTAURANT,12/05/2016,Correct
2492909,2017-02-01,DOLLAR TREE # 00733,DOLLAR TREE,GROCERY STORE,02/01/2017,Correct
2492919,2017-03-15,BUBBLES ACADEMY,BUBBLES ACADEMY,DAYCARE (ABOVE AND UNDER 2 YEARS),03/15/2017,Correct
2492926,2017-01-06,C'EST BIEN THAI,C'EST BIEN THAI,RESTAURANT,01/06/2017,Correct
2492929,2017-02-03,ASHLAND GAS INC.,ASHLAND GAS,GROCERY STORE,02/03/2017,Correct
2492970,2016-10-11,"LA FINCA MARKET, INC.","LA FINCA MARKET, INC.",GROCERY STORE,10/11/2016,Correct
2492978,2017-02-10,MIKE'S BIG GYROS,MIKE'S BIG GYROS,RESTAURANT,02/10/2017,Correct
2492989,2017-01-12,MIKE'S REVENGE,MIKE'S REVENGE,MOBILE FOOD DISPENSER,01/12/2017,Correct
2492992,2017-08-07,JERK STOP,THE JERK STOP CARIBBEAN,RESTAURANT,08/07/2017,Correct
2492994,2017-03-03,THE DUGOUT,THE DUGOUT,RESTAURANT,03/03/2017,Correct
2492995,2017-03-03,THE DUGOUT,THE DUGOUT,RESTAURANT,03/03/2017,Correct
2493002,2017-05-05,"TIBA RESTAURANT, INC.","TIBA RESTAURANT, INC.",RESTAURANT,05/05/2017,Correct
2493005,2017-07-20,"CARNITAS MICHOACAN, INC","CARNITAS MICHOACAN, INC",RESTAURANT,07/20/2017,Correct
2493034,2017-01-27,DIL DA MAHRAM,DIL DA MAHRAM,RESTAURANT,01/27/2017,Correct
2493035,2017-03-14,54 FOOD & LIQUOR,54 FOOD & LIQUOR,GROCERY STORE,03/14/2017,Correct
2493038,2016-10-13,ATLANTIS SERVICES,ATLANTIS RESTAURANT,RESTAURANT,10/13/2016,Correct
2493051,2017-03-02,DEADBOLT,DEADBOLT,LIQUOR,03/02/2017,Correct
2493060,2016-10-19,REAL GOOD JUICE CO.,REAL GOOD JUICE CO. (INSIDE WHOLEFOODS),RESTAURANT,10/19/2016,Correct
2493071,2017-03-10,CAFECITO,CAFECITO,RESTAURANT,03/10/2017,Correct
2493079,2016-11-01,CAFECITO,CAFECITO,RESTAURANT,11/01/2016,Correct
2493082,2017-07-12,BURRITO BEACH,BURRITO BEACH,RESTAURANT,07/12/2017,Correct
2493084,2017-06-22,MEDDLE COFFEE BAR,DARK MATTER,RESTAURANT,06/22/2017,Correct
2493093,2017-04-27,MJ RESTAURANT,MJ RESTAURANT,RESTAURANT,04/27/2017,Correct
2493095,2016-10-13,ISLAND FISH & CHICKEN,ISLAND FISH & CHICKEN,RESTAURANT,10/13/2016,Correct
2493097,2017-05-11,KUMA'S CORNER,KUMA'S CORNER,RESTAURANT,05/11/2017,Correct
2493098,2017-05-11,KUMA'S CORNER,KUMA'S CORNER,RESTAURANT,05/11/2017,Correct
2493115,2017-02-17,CAFE SAN JUAN,CAFE SAN JUAN,RESTAURANT,02/17/2017,Correct
2493116,2017-04-13,"PIZZERIA Y RESTAURANTE RITMO KTRACHO,INC.","PIZZERIA Y RESTAURANTE RITMO KTRACHO,INC",RESTAURANT,04/13/2017,Correct
2493123,2017-06-16,POTBELLY SANDWICH SHOP,POTBELLY SANDWICH SHOP,RESTAURANT,06/16/2017,Correct
2493138,2016-11-29,"BLOOMING CHILDREN'S ACADEMY, LLC",BLOOMING CHILDREN'S ACADEMY,DAYCARE (ABOVE AND UNDER 2 YEARS),11/29/2016,Correct
2493151,2016-12-20,"JENNY'S FOOD MARKET, INC.",JENNY'S FOOD MARKET INC.,GROCERY STORE,12/20/2016,Correct
2493152,2017-08-24,"SABORES DE AMERICA, KATAKANA KOKO MEXICAN GRILL","SABORES DE AMERICA, KATAKANA KOKO MEXICAN GRILL",RESTAURANT,08/24/2017,Correct
2493165,2016-12-12,A AND C VARIETY LLC,A AND C VARIETY LLC,GROCERY STORE,12/12/2016,Correct
2493168,2016-10-18,MAKI MASTERS,MAKI MASTERS,RESTAURANT,10/18/2016,Correct
2493177,2017-01-05,"NORTH AVE RENTAILS, LLC","NORTH AVE RENTAILS, LLC",GROCERY STORE,01/05/2017,Correct
2493286,2017-03-29,GRAND CHINESE KITCHEN,GRAND CHINESE KITCHEN,RESTAURANT,03/29/2017,Correct
2493290,2016-11-16,SABORES DE MEXICO EN CHICAGO,SABORES DE MEXICO EN CHICAGO,RESTAURANT,11/16/2016,Correct
2493313,2016-12-20,MR. QUILES MEXICAN FOOD #5,MR. QUILES MEXICAN FOOD,MOBILE FOOD PREPARER,12/20/2016,Correct
2493319,2017-03-28,LOS CAMINOS DE MICHOACAN,LOS CAMINOS DE MICHOACAN,RESTAURANT,03/28/2017,Correct
2493323,2016-12-30,BEST SHOP MARKET CORP.,BEST SHOP MARKET,GROCERY STORE,12/30/2016,Correct
2493328,2016-10-27,CAKE CHICAGO,CAKE CHICAGO,RESTAURANT,10/27/2016,Correct
2493341,2016-11-03,HELLO JASMINE,HELLO JASMINE,RESTAURANT,11/03/2016,Correct
2495679,2016-11-22,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,MOBILE PREPARED FOOD VENDOR,11/22/2016,Correct
2495693,2017-03-20,NUTS N MORE,NUTS N MORE,GROCERY STORE,03/20/2017,Correct
2495710,2016-10-24,"YUMMY YUMMY NOODLES, INC.","YUMMY YUMMY NOODLES, INC.",RESTAURANT,10/24/2016,Correct
2495713,2017-05-12,BIG WIG,BIG WIG TACO AND BURRITOS,RESTAURANT,05/12/2017,Correct
2495714,2017-03-31,CAFE TOLA II,CAFE TOLA II,RESTAURANT,03/31/2017,Correct
2495771,2017-04-10,"FITTINGLY DELICIOUS, LLC","FITTINGLY DELICIOUS, LLC",RESTAURANT,04/10/2017,Correct
2495774,2017-05-24,THUNDERBIRD-ARROYO,THUNDERBIRD-ARROYO,MOBILE FOOD DISPENSER,05/24/2017,Correct
2495777,2016-11-17,ERIKS DELI,ERIK'S DELI,RESTAURANT,11/17/2016,Correct
2495782,2016-11-03,"I 57 FUEL MART, INC","I 57 FUEL MART, INC",GROCERY STORE,11/03/2016,Correct
2495784,2017-08-15,DELLA D'S SOUL KITCHEN LLC,DELLA D'S SOUL KITCHEN LLC,MOBILE FOOD PREPARER,08/15/2017,Correct
2495786,2017-04-24,RAM'S RESTAURANT,RAM'S RESTAURANT,RESTAURANT,04/24/2017,Correct
2495794,2016-12-07,DEVIL DAWGS,DEVIL DAWGS,RESTAURANT,12/07/2016,Correct
2495800,2016-10-31,KRISPY'S SEAFOOD AND CHICKEN,KRISPY'S SEAFOOD AND CHICKEN,RESTAURANT,10/31/2016,Correct
2495820,2016-11-14,"MICKEYS DISCOUNT DOLLAR,","MICKEYS DISCOUNT DOLLAR,",GROCERY STORE,11/14/2016,Correct
2495821,2016-10-27,KALISH,KALISH,RESTAURANT,10/27/2016,Correct
2495830,2016-12-15,"MAGA WAREHOUSE, INC",MAGA WAREHOUSE,GROCERY STORE,12/15/2016,Correct
2495844,2016-12-14,ML KITCHEN INC.,ML KITCHEN INC,RESTAURANT,12/14/2016,Correct
2495871,2017-02-22,CARRASCOS GRILL,CARRASCOS GRILL,RESTAURANT,02/22/2017,Correct
2495874,2017-02-21,"SODEXHO AMERICA, LLC / KATE KELLOGG",WIEBOLDT HALL CAFE,RESTAURANT,02/21/2017,Correct
2495875,2017-02-21,"SODEXHO AMERICA, LLC / KATE KELLOGG",WIEBOLDT HALL CAFE,RESTAURANT,02/21/2017,Correct
2495877,2017-04-13,FUGU TEI JAPANEESE RESTAURANT,FUGU TEI JAPANESE RESTAURANT,RESTAURANT,04/13/2017,Correct
2495878,2016-11-09,11 DINING,11 DINING,RESTAURANT,11/09/2016,Correct
2495888,2016-11-14,BARRY'S BOOTCAMP,BARRY'S BOOTCAMP,GYM STORE,11/14/2016,Correct
2495906,2016-11-03,"MARINO'S DISTRIBUTION , INC.",MARINO'S DISTRIBUTION,GROCERY STORE,11/03/2016,Correct
2495915,2016-10-27,CANDYALITY,CANDYLITY,GROCERY STORE,10/27/2016,Correct
2495920,2016-11-25,DOMINO'S PIZZA,DOMINO'S,RESTAURANT,11/25/2016,Correct
2495923,2017-05-16,RINCONCITO ECUATORIANO,RINCONCITO ECUATORIANO,RESTAURANT,05/16/2017,Correct
2495933,2016-12-15,SAKURA CRAB HOUSE,CAPTAIN'S CATCH,RESTAURANT,12/15/2016,Correct
2495934,2016-12-15,SAKURA CRAB HOUSE,CAPTAIN'S CATCH,RESTAURANT,12/15/2016,Correct
2496007,2017-01-11,FIT AND ACTIVE FAMILY NUTRITION,FIT AND ACTIVE FAMILY NUTRITION,RESTAURANT,01/11/2017,Correct
2496025,2016-10-28,CAIRO KEBOB,CAIRO KEBOB,RESTAURANT,10/28/2016,Correct
2496027,2017-04-11,"EL RODEO, INC.","EL RODEO, INC.",GROCERY STORE,04/11/2017,Correct
2496049,2016-10-28,XURRO,XURRO,RESTAURANT,10/28/2016,Correct
2496076,2017-04-28,LA ESPERANZA RESTAURANT,LA ESPERANZA RESTAURANT,RESTAURANT,04/28/2017,Correct
2496079,2017-05-09,THEORY DOGS,THEORY DOGS,MOBILE PREPARED FOOD VENDOR,05/09/2017,Correct
2496099,2017-07-11,PIZZA Y PAN  PA' YA CORP.,PIZZA Y PAN PA' YA CORP.,RESTAURANT,07/11/2017,Correct
2496101,2016-11-28,VERZENAY LLC,VERZENAY,BAKERY,11/28/2016,Correct
2496108,2016-12-19,CASA DEI BAMBINI MONTESSORI,CASA DEI BAMBINI,DAYCARE (2-6 YEARS),12/19/2016,Correct
2496111,2017-05-04,CHA TIME & TT NOODLE,CHA TIME & TT NOODLE,RESTAURANT,05/04/2017,Correct
2496113,2017-05-11,LA NONNA,LA NONNA,RESTAURANT,05/11/2017,Correct
2496123,2017-05-04,DOLLAR TREE STORES #07068,DOLLAR TREE,GROCERY STORE,05/04/2017,Correct
2496125,2017-02-07,PIKO STREET KITCHEN,PIKO STREET KITCHEN,MOBILE FOOD PREPARER,02/07/2017,Correct
2496130,2016-10-28,LA MICHOACANA DIVERSEY LLC,LA MICHOACANA DIVEREY LLC,RESTAURANT,10/28/2016,Correct
2496136,2016-12-20,UDIS SNACK SHOP INC.,UDIS SNACK SHOP INC.,MOBILE FOOD PREPARER,12/20/2016,Correct
2496140,2016-12-07,GOLO,GOLO,UNKNOWN,12/07/2016,Correct
2496147,2016-11-14,SKYY MART INC,SKYY MART,GROCERY STORE,11/14/2016,Correct
2496150,2016-11-21,M & H MART,M & H MART,GROCERY STORE,11/21/2016,Correct
2496152,2016-11-10,U RICE,U RICE,RESTAURANT,11/10/2016,Correct
2496153,2017-05-17,PIZZERIA BRANDI,PIZZERIA BRANDI,RESTAURANT,05/17/2017,Correct
2496178,2016-12-13,"SUITE LITTLE FEET, INC","SUITE LITTLE FEET, INC",CHILDREN'S SERVICES FACILITY,12/13/2016,Correct
2496184,2017-02-02,HOME RUN INN,HOME RUN INN,RESTAURANT,02/02/2017,Correct
2496189,2016-12-22,CHIN LAN ASIAN FOOD MARKET,CHIN LAN ASIN FOOD MARKET,GROCERY STORE,12/22/2016,Correct
2496193,2016-11-04,CASA NUEVA INC.,BURRITO HOUSE,RESTAURANT,11/04/2016,Correct
2496202,2017-05-23,JUST SALAD,JUST SALAD,RESTAURANT,05/23/2017,Correct
2496204,2017-06-07,JUST SALAD,JUST SALAD,RESTAURANT,06/07/2017,Correct
2496207,2017-02-23,CAFE 222 LLC,CAFE 222 LLC,RESTAURANT,02/23/2017,Correct
2496208,2017-02-23,CAFE 222 LLC,CAFE 222 LLC,RESTAURANT,02/23/2017,Correct
2496211,2016-10-31,HAROLD'S CHICKEN #71,HAROLD'S CHICKEN  #71,RESTAURANT,10/31/2016,Correct
2496218,2017-03-21,HYATT PLACE CHICAGO DOWNTOWN THE LOOP,HYATT PLACE,RESTAURANT,03/21/2017,Correct
2496219,2017-03-21,HYATT PLACE CHICAGO DOWNTOWN THE LOOP,HYATT PLACE,RESTAURANT,03/21/2017,Correct
2496220,2017-03-21,HYATT PLACE CHICAGO DOWNTOWN THE LOOP,HYATT PLACE,RESTAURANT,03/21/2017,Correct
2496221,2017-04-18,SIMON TACOS INC.,SIMON TACOS INC.,RESTAURANT,04/18/2017,Correct
2496222,2017-01-24,OLD CHINA BUFFET,OLD CHINA BUFFET,RESTAURANT,01/24/2017,Correct
2496239,2017-02-10,LAS PALMAS,LAS PALMAS,RESTAURANT,02/10/2017,Correct
2496240,2017-02-07,LAS PALMAS,LAS PALMAS,RESTAURANT,02/07/2017,Correct
2496248,2017-03-09,MARISCOS EL PACIFICO,MARISCOS EL PACIFICO,RESTAURANT,03/09/2017,Correct
2496250,2016-11-09,M & G GROCERY,K & D CONVENIENCE,GROCERY STORE,11/09/2016,Correct
2496251,2017-05-04,ALL STAR FOOD & LIQUOR,ALL STAR FOOD & LIQUOR,GROCERY STORE,05/04/2017,Correct
2496253,2017-05-04,ALL STAR FOOD & LIQUOR,ALL STAR FOOD & LIQUOR,GROCERY STORE,05/04/2017,Correct
2496258,2016-12-13,LE DUCK,LE DUCK,RESTAURANT,12/13/2016,Correct
2496272,2016-11-09,SARIKA FOOD INC,SARIKA FOOD INC,GROCERY STORE,11/09/2016,Correct
2496273,2017-08-03,GIFTED CHILDREN ACADEMY,GIFTED CHILDREN ACADEMY,DAYCARE (2-6 YEARS),08/03/2017,Correct
2496303,2016-11-04,"FINE SELECT SEAFOOD AND MEATS, INC","FINE SELECT SEAFOOD AND MEATS, INC",GROCERY STORE,11/04/2016,Correct
2496312,2016-11-08,BROWN SUGAR BAKERY,BROWN SUGAR BAKERY,RESTAURANT,11/08/2016,Correct
2496319,2017-06-07,HECTOR HERNANDEZ,HECTOR'S CATERING,MOBILE FOOD DISPENSER,06/07/2017,Correct
2496331,2016-11-21,LOS CUATRO JALAPENOS,LOS CUATRO JALAPENOS,RESTAURANT,11/21/2016,Correct
2496335,2016-11-04,GERRY'S FISH & CHICKEN,GERRY'S FISH & CHICKEN,RESTAURANT,11/04/2016,Correct
2496338,2016-11-10,"103 CHICKEN & MORE, INC.",KRISPY KRUNCHY CHICKEN,RESTAURANT,11/10/2016,Correct
2496343,2017-05-19,LULU MINI MARKET INC,LULU MINI MARKET,GROCERY STORE,05/19/2017,Correct
2496350,2017-02-17,OUI CHEF,OUI CHEF,COOKING SCHOOL,02/17/2017,Correct
2496356,2017-06-22,GOOSE ISLAND BEER CO,GOOSE ISLAND BEER CO,RESTAURANT,06/22/2017,Correct
2496358,2017-06-22,GOOSE ISLAND BEER CO,GOOSE ISLAND BEER CO,RESTAURANT,06/22/2017,Correct
2496364,2017-03-31,ALARMIST BREWING,ALARMIST BREWING,LIQUOR,03/31/2017,Correct
2496399,2017-03-20,HOME OF THE HOAGY,HOME OF THE HOAGY,RESTAURANT,03/20/2017,Correct
2496427,2017-02-15,LUNA LLENA SPORTS GRILL,LUNA LLENA SPORTS GRILL,RESTAURANT,02/15/2017,Correct
2496428,2017-02-15,LUNA LLENA SPORTS GRILL,LUNA LLENA SPORTS GRILL,RESTAURANT,02/15/2017,Correct
2496474,2016-12-08,REEM PHARMACY,REEM PHARMACY,GROCERY STORE,12/08/2016,Correct
2496504,2017-03-14,54 FOOD & LIQUOR,54 FOOD & LIQUOR,GROCERY STORE,03/14/2017,Correct
2496518,2016-11-09,LOVELY KITCHEN AND CAFE,LOVELY KITCHEN AND CAFE,RESTAURANT,11/09/2016,Correct
2496519,2017-01-05,CAFE ORIENT 33,CAFE ORIENT33,RESTAURANT,01/05/2017,Correct
2496522,2017-04-25,HOTEL EMC2,HOTEL EMC2,RESTAURANT,04/25/2017,Correct
2496523,2017-04-25,HOTEL EMC2,HOTEL EMC2,RESTAURANT,04/25/2017,Correct
2496526,2017-04-25,HOTEL EMC2,HOTEL EMC2,RESTAURANT,04/25/2017,Correct
2496529,2017-04-25,HOTEL EMC2,HOTEL EMC2,RESTAURANT,04/25/2017,Correct
2496530,2017-04-25,HOTEL EMC2,HOTEL EMC2,RESTAURANT,04/25/2017,Correct
2496579,2017-04-13,STUDIO III,STUDIO III,RESTAURANT,04/13/2017,Correct
2496581,2016-12-21,ACE PLACE,ACE PLACE,RESTAURANT,12/21/2016,Correct
2496600,2016-12-27,JETS PIZZA,JETS PIZZA,RESTAURANT,12/27/2016,Correct
2496636,2017-06-21,ALEX'S CATERING,ALEX'S CATERING,MOBILE FOOD DISPENSER,06/21/2017,Correct
2496637,2017-06-21,PAUL'S CATERING,PAUL'S CATERING,MOBILE FOOD DISPENSER,06/21/2017,Correct
2496643,2017-06-13,SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR,SAPORI NAPOLETANI,RESTAURANT,06/13/2017,Correct
2496646,2016-11-29,KARLA'S KITCHEN INC.,KARLA'S KITCHEN,RESTAURANT,11/29/2016,Correct
2496686,2016-11-16,NOTHING BUNDT CAKES,NOTHING BUNDT CAKES,BAKERY,11/16/2016,Correct
2496690,2017-01-19,JENNIVEE'S BAKERY,JENNIVEE'S BAKERY,RESTAURANT,01/19/2017,Correct
2496691,2017-05-23,LAWRENCE'S FISH & SHRIMP,LAWRENCE'S FISH & SHRIMP,RESTAURANT,05/23/2017,Correct
2496697,2016-12-15,PHILS PIZZA OF BRIDGEPORT INC,PHILS PIZZA OF BRIDGEPORT INC,RESTAURANT,12/15/2016,Correct
2496708,2016-11-29,BAMBINOS BAKERY,BAMBINOS BAKERY,BAKERY,11/29/2016,Correct
2496722,2017-01-31,KREATIVE KIDZ ACADENY IV,KREATIVE KIDZ ACADENY IV,CHILDREN'S SERVICES FACILITY,01/31/2017,Correct
2496729,2016-11-29,A PIECE OF CAKE BAKERY INC,A PIECE OF CAKE BAKERY INC.,RESTAURANT,11/29/2016,Correct
2496740,2016-12-16,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,RESTAURANT,12/16/2016,Correct
2496742,2016-11-21,GORILLA SUSHI,GORILLA SUSHI,RESTAURANT,11/21/2016,Correct
2496749,2017-03-28,SUBWAY,SUBWAY,RESTAURANT,03/28/2017,Correct
2496763,2016-11-17,M H FOOD MART,M H FOOD MART,GROCERY STORE,11/17/2016,Correct
2496767,2017-07-10,GREAT CENTRAL BREWERY COMPANY,GREAT CENTRAL BREWERY COMPANY,LIQOUR BREWERY TASTING,07/10/2017,Correct
2496799,2017-06-19,PRET A MANGER,PRET A MANGER,RESTAURANT,06/19/2017,Correct
2496832,2016-12-19,"SILVER CIPHER, LLC",SILVER CIPHER,RESTAURANT,12/19/2016,Correct
2496839,2016-11-29,B & A FOOD,B & A FOOD,GROCERY STORE,11/29/2016,Correct
2496842,2017-05-04,PROVIDENT CAFE,PROVIDENT CAFE,HOSPITAL,05/04/2017,Correct
2496843,2017-04-20,STROGER CAFE,STROGER CAFE,HOSPITAL,04/20/2017,Correct
2496844,2017-04-10,PITA O' GRILLE,PITA O' GRILLE,RESTAURANT,04/10/2017,Correct
2496857,2017-04-26,POLLO ASADO INC,POLLO ASADO INC,RESTAURANT,04/26/2017,Correct
2496883,2017-02-21,BINNY'S BEVERAGE DEPOT,BINNY'S BEVERAGE DEPOT,LIQUOR,02/21/2017,Correct
2496892,2017-02-16,"RYLON'S SMOKEHOUSE PARTNERS, LLP","RYLON'S SMOKEHOUSE PARTNERS, LLP",RESTAURANT,02/16/2017,Correct
2496912,2017-02-03,ROSEBUD IN & OUT,ROSEBUD IN & OUT,RESTAURANT,02/03/2017,Correct
2500613,2017-03-01,LAS ISAVELLAS TAQUERIA,LAS ISAVELLAS TAQUERIA,RESTAURANT,03/01/2017,Correct
2500662,2016-12-23,TAMALES EMMA LA CHAPARRITA,TAMALES EMMA LA CHAPARRITA,MOBILE PREPARED FOOD VENDOR,12/23/2016,Correct
2500676,2016-12-29,JOHN FOOD MART PLUS,JOHN FOOD MART PLUS,GROCERY STORE,12/29/2016,Correct
2500678,2017-03-10,ANMOL EXPRESS,ANMOL EXPRESS,RESTAURANT,03/10/2017,Correct
2500684,2017-03-28,RECIPE FOR CHANGE,RECIPE FOR CHANGE,RESTAURANT,03/28/2017,Correct
2500690,2017-01-20,MOM'S PLACE-A CHICAGO GATHERING SPOT,MOMS PLACE,RESTAURANT,01/20/2017,Correct
2500691,2017-01-20,MOM'S PLACE-A CHICAGO GATHERING SPOT,MOMS PLACE,RESTAURANT,01/20/2017,Correct
2500696,2017-05-22,BUILD COFFEE,BUILD COFFEE,RESTAURANT,05/22/2017,Correct
2500704,2017-06-22,NINJA,NINJA,RESTAURANT,06/22/2017,Correct
2500717,2017-01-04,FOSTER GROCERY PLUS,FOSTER GROCERY PLUS,GROCERY STORE,01/04/2017,Correct
2500725,2016-12-06,AJ FOOD,AJ FOOD,GROCERY STORE,12/06/2016,Correct
2500745,2017-03-30,PURPLE LLAMA COFFEE AND RECORDS,PURPLE LLAMA COFFEE AND RECORDS,RESTAURANT,03/30/2017,Correct
2500760,2017-03-14,CHILDREN'S CAMPUS CENTER,CHILDREN'S CAMPUS,DAYCARE (2-6 YEARS),03/14/2017,Correct
2500768,2017-07-14,SAN JUDITAS BAKERY,SAN JUDITAS BAKERY,BAKERY,07/14/2017,Correct
2500777,2016-12-28,DIRECT PAY,DIRECT PAY,GROCERY STORE,12/28/2016,Correct
2500795,2017-04-18,CHINA GOURMET,CHINA GOURMET,RESTAURANT,04/18/2017,Correct
2500800,2016-11-29,HALSTED STREET DELI & BAGEL,HALSTED STREET DELI & BAGEL,RESTAURANT,11/29/2016,Correct
2500803,2017-01-05,LOVE MINI MART INC,WE SERVICE MART,GROCERY STORE,01/05/2017,Correct
2500820,2017-06-27,QUALITY CATERING,QUALITY CATERING,MOBILE FOOD DISPENSER,06/27/2017,Correct
2500823,2016-11-30,1-94 RIBS & GRILL,1-94 RIBS & GRILL,RESTAURANT,11/30/2016,Correct
2500825,2017-01-12,HONEY BUTTER FRIED CHICKEN,HONEY BUTTER FRIED CHICKEN,RESTAURANT,01/12/2017,Correct
2500828,2017-06-20,7-ELEVEN #38046A,7-ELEVEN,GROCERY STORE,06/20/2017,Correct
2500831,2017-06-20,7-ELEVEN #38046A,7-ELEVEN,GROCERY STORE,06/20/2017,Correct
2500871,2016-12-27,"PREMIER FOOD SERVICES, INC.","PREMIER FOOD SERVICES, INC.",CATERING,12/27/2016,Correct
